Date,Store_ID,Store_Type,Store_Size,Dept_ID,Dept_Name,Weekly_Sales,IsHoliday,Holiday_Name,Markdown_Discount,Promotional_Flag,Temperature,Fuel_Price,CPI,Unemployment_Rate
2022-12-09,1,A,150000,1,Electronics,91407.91,0,None,0.0,0,40.4,3.844,223.663,6.35
2022-12-16,1,A,150000,1,Electronics,86937.67,0,None,0.0,0,34.5,3.564,223.84,6.21
2022-12-23,1,A,150000,1,Electronics,168387.39,1,Christmas / New Year,4009.84,1,40.1,3.751,223.747,6.2
2022-12-30,1,A,150000,1,Electronics,178314.91,1,Christmas / New Year,4054.99,1,37.1,3.851,224.205,6.22
2023-01-06,1,A,150000,1,Electronics,50632.62,0,None,0.0,0,42.5,3.863,224.625,6.0
2023-01-13,1,A,150000,1,Electronics,53271.33,0,None,0.0,0,34.8,3.824,225.504,6.07
2023-01-20,1,A,150000,1,Electronics,49868.47,0,None,0.0,0,34.4,3.887,224.785,6.34
2023-01-27,1,A,150000,1,Electronics,42625.06,0,None,0.0,0,39.5,3.891,224.964,6.36
2023-02-03,1,A,150000,1,Electronics,50008.61,0,None,0.0,0,35.9,3.905,224.935,6.16
2023-02-10,1,A,150000,1,Electronics,56844.5,1,Super Bowl,3212.06,1,44.7,4.038,224.151,6.23
2023-02-17,1,A,150000,1,Electronics,52738.41,0,None,0.0,0,43.7,4.012,225.234,6.19
2023-02-24,1,A,150000,1,Electronics,52319.97,0,None,0.0,0,48.0,3.938,225.415,6.45
2023-03-03,1,A,150000,1,Electronics,53986.62,0,None,0.0,0,48.3,4.071,226.754,6.25
2023-03-10,1,A,150000,1,Electronics,49791.98,0,None,0.0,0,52.2,4.024,225.563,6.11
2023-03-17,1,A,150000,1,Electronics,51017.25,0,None,0.0,0,51.7,4.062,225.947,6.01
2023-03-24,1,A,150000,1,Electronics,49762.73,0,None,0.0,0,52.8,4.04,225.917,5.94
2023-03-31,1,A,150000,1,Electronics,51573.56,0,None,0.0,0,56.7,3.911,225.487,6.11
2023-04-07,1,A,150000,1,Electronics,54011.8,0,None,1648.15,1,62.5,3.917,226.78,6.0
2023-04-14,1,A,150000,1,Electronics,53440.08,0,None,0.0,0,60.2,4.001,226.722,5.92
2023-04-21,1,A,150000,1,Electronics,50849.06,0,None,0.0,0,57.3,3.966,226.879,5.98
2023-04-28,1,A,150000,1,Electronics,52981.7,0,None,0.0,0,66.1,3.888,226.166,5.93
2023-05-05,1,A,150000,1,Electronics,53192.33,0,None,0.0,0,68.0,3.867,227.46,6.19
2023-05-12,1,A,150000,1,Electronics,55630.03,0,None,4248.91,1,71.0,3.925,226.195,6.1
2023-05-19,1,A,150000,1,Electronics,50855.22,0,None,0.0,0,73.3,3.737,227.326,6.0
2023-05-26,1,A,150000,1,Electronics,67135.65,1,Memorial Day,2828.68,1,75.3,3.786,228.266,6.14
2023-06-02,1,A,150000,1,Electronics,55130.47,0,None,3986.15,1,70.4,3.681,226.812,5.98
2023-06-09,1,A,150000,1,Electronics,51539.73,0,None,0.0,0,79.6,3.631,227.162,5.88
2023-06-16,1,A,150000,1,Electronics,50519.13,0,None,0.0,0,71.3,3.686,227.632,6.11
2023-06-23,1,A,150000,1,Electronics,48872.52,0,None,0.0,0,88.1,3.612,227.468,5.99
2023-06-30,1,A,150000,1,Electronics,49427.23,0,None,0.0,0,80.6,3.556,227.082,5.82
2023-07-07,1,A,150000,1,Electronics,52484.92,0,None,3222.0,1,84.7,3.538,228.029,5.9
2023-07-14,1,A,150000,1,Electronics,51492.04,0,None,0.0,0,85.5,3.377,227.601,5.82
2023-07-21,1,A,150000,1,Electronics,56700.69,0,None,0.0,0,77.3,3.37,228.506,5.75
2023-07-28,1,A,150000,1,Electronics,54366.7,0,None,0.0,0,77.1,3.23,227.947,5.97
2023-08-04,1,A,150000,1,Electronics,65364.63,0,None,0.0,0,79.7,3.219,229.319,6.06
2023-08-11,1,A,150000,1,Electronics,71279.33,0,None,0.0,0,85.3,3.121,228.29,5.72
2023-08-18,1,A,150000,1,Electronics,78682.5,0,None,3974.49,1,78.0,3.077,228.658,5.9
2023-08-25,1,A,150000,1,Electronics,71837.61,0,None,0.0,0,79.4,3.055,229.363,5.77
2023-09-01,1,A,150000,1,Electronics,71428.94,0,None,630.1,1,79.9,2.88,228.478,5.77
2023-09-08,1,A,150000,1,Electronics,85004.0,1,Labor Day,3686.15,1,75.3,3.052,229.344,5.75
2023-09-15,1,A,150000,1,Electronics,70218.79,0,None,3242.26,1,70.0,2.744,230.022,5.71
2023-09-22,1,A,150000,1,Electronics,70311.24,0,None,0.0,0,66.5,2.669,228.702,5.79
2023-09-29,1,A,150000,1,Electronics,67799.86,0,None,0.0,0,62.5,2.802,229.735,5.69
2023-10-06,1,A,150000,1,Electronics,51344.38,0,None,0.0,0,66.6,2.718,229.91,5.79
2023-10-13,1,A,150000,1,Electronics,55100.46,0,None,0.0,0,50.3,2.652,230.308,5.74
2023-10-20,1,A,150000,1,Electronics,50117.13,0,None,0.0,0,53.0,2.601,229.436,5.71
2023-10-27,1,A,150000,1,Electronics,58656.7,0,None,0.0,0,54.5,2.502,229.532,5.63
2023-11-03,1,A,150000,1,Electronics,92570.72,0,None,0.0,0,52.1,2.386,230.591,5.65
2023-11-10,1,A,150000,1,Electronics,89689.4,0,None,0.0,0,49.9,2.422,230.616,5.77
2023-11-17,1,A,150000,1,Electronics,89187.79,0,None,0.0,0,47.7,2.323,230.73,5.74
2023-11-24,1,A,150000,1,Electronics,198654.61,1,Thanksgiving / Black Friday,2770.16,1,44.3,2.42,230.915,5.58
2023-12-01,1,A,150000,1,Electronics,196007.66,1,Thanksgiving / Black Friday,1300.6,1,46.0,2.299,230.539,5.67
2023-12-08,1,A,150000,1,Electronics,103480.59,0,None,4244.85,1,45.6,2.216,231.133,5.73
2023-12-15,1,A,150000,1,Electronics,95724.24,0,None,0.0,0,37.9,2.233,231.3,5.47
2023-12-22,1,A,150000,1,Electronics,187763.16,1,Christmas / New Year,3706.91,1,42.2,2.272,230.934,5.68
2023-12-29,1,A,150000,1,Electronics,168714.33,1,Christmas / New Year,820.46,1,36.5,2.177,232.361,5.55
2024-01-05,1,A,150000,1,Electronics,58231.46,0,None,0.0,0,42.0,2.145,231.803,5.66
2024-01-12,1,A,150000,1,Electronics,52052.76,0,None,0.0,0,35.2,2.223,231.108,5.51
2024-01-19,1,A,150000,1,Electronics,52153.76,0,None,1488.41,1,39.0,2.22,232.169,5.4
2024-01-26,1,A,150000,1,Electronics,53003.35,0,None,0.0,0,36.5,2.161,231.491,5.4
2024-02-02,1,A,150000,1,Electronics,50723.08,0,None,0.0,0,48.0,2.169,232.509,5.56
2024-02-09,1,A,150000,1,Electronics,65863.25,1,Super Bowl,4485.34,1,43.5,2.235,232.832,5.57
2024-02-16,1,A,150000,1,Electronics,56464.44,0,None,3220.91,1,42.4,2.114,231.98,5.44
2024-02-23,1,A,150000,1,Electronics,55593.45,0,None,0.0,0,36.9,2.135,233.009,5.58
2024-03-01,1,A,150000,1,Electronics,50114.23,0,None,0.0,0,48.9,2.213,232.871,5.34
2024-03-08,1,A,150000,1,Electronics,49288.97,0,None,0.0,0,41.6,2.279,233.213,5.49
2024-03-15,1,A,150000,1,Electronics,56080.53,0,None,0.0,0,57.8,2.351,233.888,5.36
2024-03-22,1,A,150000,1,Electronics,49174.01,0,None,0.0,0,52.0,2.477,232.954,5.4
2024-03-29,1,A,150000,1,Electronics,57176.64,0,None,0.0,0,52.4,2.465,232.837,5.46
2024-04-05,1,A,150000,1,Electronics,54458.85,0,None,0.0,0,62.9,2.424,232.907,5.36
2024-04-12,1,A,150000,1,Electronics,52052.93,0,None,0.0,0,57.3,2.479,233.081,5.39
2024-04-19,1,A,150000,1,Electronics,54333.08,0,None,0.0,0,60.0,2.447,233.588,5.52
2024-04-26,1,A,150000,1,Electronics,54934.84,0,None,0.0,0,64.1,2.575,233.934,5.35
2024-05-03,1,A,150000,1,Electronics,47828.26,0,None,0.0,0,66.3,2.605,234.039,5.48
2024-05-10,1,A,150000,1,Electronics,52677.9,0,None,0.0,0,71.2,2.708,234.452,5.27
2024-05-17,1,A,150000,1,Electronics,55725.75,0,None,0.0,0,68.0,2.672,234.182,5.43
2024-05-24,1,A,150000,1,Electronics,62885.58,1,Memorial Day,1800.76,1,69.6,2.837,235.04,5.5
2024-05-31,1,A,150000,1,Electronics,49707.67,0,None,0.0,0,77.9,2.977,234.318,5.1
2024-06-07,1,A,150000,1,Electronics,49680.0,0,None,1179.03,1,77.0,2.906,235.948,5.26
2024-06-14,1,A,150000,1,Electronics,49773.17,0,None,0.0,0,80.5,3.008,235.038,5.38
2024-06-21,1,A,150000,1,Electronics,51662.45,0,None,0.0,0,78.9,3.093,234.434,5.29
2024-06-28,1,A,150000,1,Electronics,56900.97,0,None,646.69,1,83.4,3.068,234.465,5.34
2021-01-01,1,A,150000,2,Apparel,33280.25,0,None,0.0,0,43.1,3.139,210.248,7.52
2021-01-08,1,A,150000,2,Apparel,32406.68,0,None,0.0,0,39.9,3.144,210.068,7.49
2021-01-15,1,A,150000,2,Apparel,34473.88,0,None,1579.0,1,39.5,3.281,210.599,7.49
2021-01-22,1,A,150000,2,Apparel,34619.03,0,None,0.0,0,35.4,3.323,211.174,7.39
2021-01-29,1,A,150000,2,Apparel,33340.7,0,None,0.0,0,38.3,3.34,210.432,7.45
2021-02-05,1,A,150000,2,Apparel,38527.07,0,None,4446.52,1,39.5,3.337,210.57,7.49
2021-02-12,1,A,150000,2,Apparel,44959.22,1,Super Bowl,3971.67,1,42.3,3.341,211.614,7.57
2021-02-19,1,A,150000,2,Apparel,34728.29,0,None,0.0,0,30.3,3.483,211.345,7.51
2021-02-26,1,A,150000,2,Apparel,36716.89,0,None,1731.72,1,45.1,3.641,210.864,7.62
2021-03-05,1,A,150000,2,Apparel,36441.02,0,None,0.0,0,48.0,3.641,211.508,7.31
2021-03-12,1,A,150000,2,Apparel,38924.52,0,None,0.0,0,55.2,3.574,211.142,7.47
2021-03-19,1,A,150000,2,Apparel,39042.58,0,None,0.0,0,46.1,3.734,211.278,7.39
2021-03-26,1,A,150000,2,Apparel,41040.56,0,None,0.0,0,53.7,3.794,211.769,7.57
2021-04-02,1,A,150000,2,Apparel,41986.79,0,None,0.0,0,56.0,3.733,210.829,7.26
2021-04-09,1,A,150000,2,Apparel,46726.36,0,None,3135.54,1,62.1,3.853,211.061,7.25
2021-04-16,1,A,150000,2,Apparel,44411.81,0,None,3131.38,1,55.4,3.879,211.779,7.26
2021-04-23,1,A,150000,2,Apparel,42644.59,0,None,0.0,0,64.0,3.813,211.691,7.09
2021-04-30,1,A,150000,2,Apparel,42177.88,0,None,0.0,0,71.0,3.959,212.492,7.24
2021-05-07,1,A,150000,2,Apparel,44857.29,0,None,0.0,0,71.7,3.997,212.019,7.21
2021-05-14,1,A,150000,2,Apparel,42929.25,0,None,0.0,0,72.5,4.057,211.904,7.29
2021-05-21,1,A,150000,2,Apparel,43975.59,0,None,0.0,0,78.0,4.068,213.48,7.29
2021-05-28,1,A,150000,2,Apparel,48976.92,1,Memorial Day,523.03,1,70.5,3.883,212.772,7.43
2021-06-04,1,A,150000,2,Apparel,42599.93,0,None,0.0,0,70.7,3.924,213.056,7.33
2021-06-11,1,A,150000,2,Apparel,43108.4,0,None,0.0,0,84.3,4.041,212.447,7.16
2021-06-18,1,A,150000,2,Apparel,44530.64,0,None,0.0,0,74.2,4.038,213.025,7.12
2021-06-25,1,A,150000,2,Apparel,42923.09,0,None,0.0,0,77.8,4.03,213.49,7.25
2021-07-02,1,A,150000,2,Apparel,44067.58,0,None,0.0,0,90.4,4.286,212.996,7.05
2021-07-09,1,A,150000,2,Apparel,41280.36,0,None,0.0,0,86.3,4.007,213.897,7.36
2021-07-16,1,A,150000,2,Apparel,47421.69,0,None,0.0,0,75.4,4.032,213.546,7.28
2021-07-23,1,A,150000,2,Apparel,44004.51,0,None,0.0,0,84.7,3.994,213.838,7.1
2021-07-30,1,A,150000,2,Apparel,42089.22,0,None,0.0,0,84.8,3.942,213.82,6.97
2021-08-06,1,A,150000,2,Apparel,40732.48,0,None,0.0,0,82.1,3.833,215.184,7.26
2021-08-13,1,A,150000,2,Apparel,39987.58,0,None,0.0,0,78.4,3.883,214.389,7.1
2021-08-20,1,A,150000,2,Apparel,41114.93,0,None,0.0,0,74.2,3.722,214.004,7.22
2021-08-27,1,A,150000,2,Apparel,42615.22,0,None,0.0,0,82.0,3.723,215.082,6.93
2021-09-03,1,A,150000,2,Apparel,37966.44,0,None,0.0,0,77.7,3.658,214.197,7.02
2021-09-10,1,A,150000,2,Apparel,45321.12,1,Labor Day,1224.6,1,71.6,3.655,215.049,7.07
2021-09-17,1,A,150000,2,Apparel,37254.71,0,None,0.0,0,72.4,3.784,214.103,7.06
2021-09-24,1,A,150000,2,Apparel,39604.93,0,None,0.0,0,69.1,3.396,214.556,7.0
2021-10-01,1,A,150000,2,Apparel,37047.72,0,None,0.0,0,65.0,3.545,215.456,7.09
2021-10-08,1,A,150000,2,Apparel,37995.8,0,None,0.0,0,60.9,3.305,215.864,6.91
2021-10-15,1,A,150000,2,Apparel,34668.05,0,None,0.0,0,61.5,3.337,215.718,6.99
2021-10-22,1,A,150000,2,Apparel,36755.47,0,None,0.0,0,54.7,3.403,215.711,7.0
2021-10-29,1,A,150000,2,Apparel,32941.09,0,None,0.0,0,53.5,3.26,215.756,7.03
2021-11-05,1,A,150000,2,Apparel,35355.27,0,None,0.0,0,49.4,3.107,215.305,7.04
2021-11-12,1,A,150000,2,Apparel,33000.5,0,None,0.0,0,47.5,3.074,215.821,6.84
2021-11-19,1,A,150000,2,Apparel,36640.01,0,None,0.0,0,48.6,3.123,216.088,6.79
2021-11-26,1,A,150000,2,Apparel,63448.15,1,Thanksgiving / Black Friday,1172.06,1,40.5,2.949,216.985,7.06
2021-12-03,1,A,150000,2,Apparel,64996.9,1,Thanksgiving / Black Friday,1366.96,1,45.2,2.963,216.765,6.95
2021-12-10,1,A,150000,2,Apparel,32597.56,0,None,0.0,0,48.4,2.888,215.849,6.83
2021-12-17,1,A,150000,2,Apparel,33828.83,0,None,0.0,0,35.0,2.773,217.03,7.05
2021-12-24,1,A,150000,2,Apparel,54904.43,1,Christmas / New Year,1045.76,1,39.4,2.938,216.813,6.9
2021-12-31,1,A,150000,2,Apparel,60937.2,1,Christmas / New Year,2212.8,1,45.2,2.76,216.804,6.99
2022-01-07,1,A,150000,2,Apparel,34892.31,0,None,0.0,0,42.6,2.492,217.586,6.87
2022-01-14,1,A,150000,2,Apparel,32990.49,0,None,0.0,0,44.5,2.617,217.933,7.05
2022-01-21,1,A,150000,2,Apparel,35023.3,0,None,0.0,0,35.3,2.498,218.021,7.01
2022-01-28,1,A,150000,2,Apparel,38933.72,0,None,3701.43,1,35.6,2.571,217.273,6.8
2022-02-04,1,A,150000,2,Apparel,36763.18,0,None,0.0,0,33.2,2.395,217.675,6.91
2022-02-11,1,A,150000,2,Apparel,44972.48,1,Super Bowl,1797.34,1,49.0,2.407,218.133,6.86
2022-02-18,1,A,150000,2,Apparel,38453.78,0,None,0.0,0,37.1,2.418,218.592,6.92
2022-02-25,1,A,150000,2,Apparel,37049.92,0,None,0.0,0,51.3,2.411,218.002,6.68
2022-03-04,1,A,150000,2,Apparel,37318.32,0,None,0.0,0,45.2,2.214,218.286,6.83
2022-03-11,1,A,150000,2,Apparel,39426.57,0,None,0.0,0,50.0,2.256,217.963,6.86
2022-03-18,1,A,150000,2,Apparel,42469.14,0,None,0.0,0,46.2,2.22,218.056,6.56
2022-03-25,1,A,150000,2,Apparel,39289.55,0,None,0.0,0,47.3,2.186,219.197,6.61
2022-04-01,1,A,150000,2,Apparel,41923.19,0,None,0.0,0,53.5,2.364,219.607,6.51
2022-04-08,1,A,150000,2,Apparel,46429.56,0,None,0.0,0,60.5,2.243,219.03,6.68
2022-04-15,1,A,150000,2,Apparel,46928.34,0,None,3521.08,1,61.6,2.102,219.705,6.76
2022-04-22,1,A,150000,2,Apparel,41860.96,0,None,0.0,0,62.0,2.274,219.521,6.83
2022-04-29,1,A,150000,2,Apparel,41023.66,0,None,0.0,0,61.7,2.371,219.155,6.67
2022-05-06,1,A,150000,2,Apparel,48612.0,0,None,0.0,0,69.8,2.289,219.796,6.82
2022-05-13,1,A,150000,2,Apparel,45148.23,0,None,0.0,0,65.7,2.095,220.522,6.5
2022-05-20,1,A,150000,2,Apparel,44788.47,0,None,0.0,0,75.9,2.191,219.872,6.46
2022-05-27,1,A,150000,2,Apparel,57968.69,1,Memorial Day,4222.38,1,76.4,2.349,220.81,6.61
2022-06-03,1,A,150000,2,Apparel,46944.43,0,None,0.0,0,76.1,2.213,218.855,6.64
2022-06-10,1,A,150000,2,Apparel,45656.11,0,None,0.0,0,80.5,2.331,220.713,6.59
